Report:,Bulk Mentions Download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand:,lung cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From:,Wed Jun 21 00:00:00 UTC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To:,Wed Jun 28 00:00:00 UTC 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Label:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Id,Query Name,Date,Title,Url,Domain,Sentiment,Page Type,Language,Country Code,Continent Code,Continent,Country,City Code,Account Type,Added,Assignment,Author,Avatar,Category Details,Checked,City,Entity Info,Expanded URLs,Full Name,Full Text,Gender,Hashtags,Impact,Impressions,Interest,Latitude,Location Name,Mentioned Authors,Original Url,Region,Region Code,Weblog Title
2000251726,lung cancer,36:25.0,Black Diamond Therapeutics to Discuss Early Fourth-Generation EGFR Inhibitor NSCLC Data With FDA. The firm plans to bring Phase I dose escalation data for BDTX-1535 to the FDA and discuss potential paths to accelerated approval as well as its Phase... https://t.co/gHqLuyKEhz,http://twitter.com/PrecOncNews/statuses/1673777323345162241,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.NY.New York,individual,2023-06-27T19:47:36.628+0000,,PrecOncNews,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1048292081352015872?token=3512f8023b7d1c2a4c1ec59cb081492b72601f85b0b333f7c10cddb9fea98c94,,FALSE,New York,"{entityId=2905359, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q2905359}, {entityId=427492, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q427492}, {entityId=424401, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q424401}, {entityId=204711, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q204711}, {entityId=179661, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q179661}, {entityId=30612, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q30612}, {entityId=708369, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q708369}",https://www.precisionmedicineonline.com/regulatory-news-fda-approvals/black-diamond-therapeutics-discuss-early-fourth-generation-egfr,PrecOncNews (Precision Oncology News),Black Diamond Therapeutics to Discuss Early Fourth-Generation EGFR Inhibitor NSCLC Data With FDA. The firm plans to bring Phase I dose escalation data for BDTX-1535 to the FDA and discuss potential paths to accelerated approval as well as its Phase... https://t.co/gHqLuyKEhz,unknown,,0,523,,0,"New York, NY, USA",,http://twitter.com/PrecOncNews/statuses/1673777323345162241,New York,USA.NY,PrecOncNews (Precision Oncology News)
2000251726,lung cancer,33:03.0,"Titanic Actor Lew Palter Dead at 94: The Hollywood community has lost a beloved star. Actor Lew Palter-who portrayed businessman and Macy's co-owner Isidor Straus in James Cameron's 1997 film Titanic-died from lung cancer on May 21,... https://t.co/F4q9w4WOgU",http://twitter.com/GossipBucket/statuses/1673776475345145856,twitter.com,negative,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.CA.Los Angeles,organisational,2023-06-27T19:47:36.629+0000,,GossipBucket,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/277600246?token=a44615ddb5028dc67079a57ca8418f33ffe10852801a69c9094639708fc561c4,,FALSE,Los Angeles,"{entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=731560, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q731560}, {entityId=271189, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q271189}, {entityId=2580, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q2580}, {entityId=629269, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q629269}, {entityId=707974, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q707974}, {entityId=6199965, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q6199965}, {entityId=380675, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q380675}, {entityId=25173, entityConfidence=LOW, url=https://www.wikidata.org/wiki/Q25173}, {entityId=33999, entityConfidence=LOW, url=https://www.wikidata.org/wiki/Q33999}",https://gossipbucket.com/e-online/2071830/titanic-actor-lew-palter-dead-94/?utm_source=dlvr.it&utm_medium=twitter,GossipBucket (Gossip Bucket),"Titanic Actor Lew Palter Dead at 94: The Hollywood community has lost a beloved star. Actor Lew Palter-who portrayed businessman and Macy's co-owner Isidor Straus in James Cameron's 1997 film Titanic-died from lung cancer on May 21,... https://t.co/F4q9w4WOgU",,,0,883,,0,"Los Angeles, CA, USA",,http://twitter.com/GossipBucket/statuses/1673776475345145856,California,USA.CA,GossipBucket (Gossip Bucket)
2000251726,lung cancer,30:38.0,"@xSahMackenziex I mean, Lung cancer isnt very punk so stick to spaceman sticks 😞",http://twitter.com/S0PHIEY4MASAK1/statuses/1673775867351404554,twitter.com,negative,twitter,en,USA,NORTH AMERICA,North America,United States of America,,individual,2023-06-27T19:47:36.681+0000,,S0PHIEY4MASAK1,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1652122178803109888?token=d48c520fb9d6695ea569d9367989ba82018e9a2ef65de511279e062e06999da6,,FALSE,,"{entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=11631, entityConfidence=LOW, url=https://www.wikidata.org/wiki/Q11631}",,S0PHIEY4MASAK1 (Sophie Yamasaki 🖤🖕 (punk era)),"@xSahMackenziex I mean, Lung cancer isnt very punk so stick to spaceman sticks 😞",female,,0,290,,0,"CO, USA",@xsahmackenziex,http://twitter.com/S0PHIEY4MASAK1/statuses/1673775867351404554,Colorado,USA.CO,S0PHIEY4MASAK1 (Sophie Yamasaki 🖤🖕 (punk era))
2000251726,lung cancer,30:21.0,"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years.

For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews 

https://t.co/iEgUAVjVdV",http://twitter.com/DImelmann/statuses/1673775794458447874,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.MN.Minneapolis,individual,2023-06-27T19:47:36.688+0000,,DImelmann,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2939830564?token=33c60dd52f37a8bb2b4c72b5fa3a1b82ba4f308d6395e59f01f8a7d70e2e6564,,FALSE,Minneapolis,"{entityId=212961, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q212961}, {entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=192102, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q192102}, {entityId=901, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q901}, {entityId=180614, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q180614}, {entityId=12078, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q12078}, {entityId=42240, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q42240}, {entityId=134808, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q134808}",https://theintellectualist.com/members/the-intellectualist/activity/30175/,DImelmann (Kerfuffle),"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years. For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews https://t.co/iEgUAVjVdV",unknown,,0,1250,,0,"Minneapolis, MN, USA",@cbsnews,http://twitter.com/highbrow_nobrow/statuses/1673773903913598985,Minnesota,USA.MN,DImelmann (Kerfuffle)
2000251726,lung cancer,26:52.0,"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years.

For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews 

https://t.co/iEgUAVjVdV",http://twitter.com/LaDow/statuses/1673774920063651843,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.IL.Elgin,individual,2023-06-27T19:47:36.689+0000,,LaDow,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/408855841?token=9918a9ba04017162c7387346334bd322d3db1e0d23ca68da50b2b30ad8a461ef,,FALSE,Elgin,"{entityId=212961, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q212961}, {entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=192102, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q192102}, {entityId=901, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q901}, {entityId=180614, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q180614}, {entityId=12078, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q12078}, {entityId=42240, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q42240}, {entityId=134808, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q134808}",https://theintellectualist.com/members/the-intellectualist/activity/30175/,LaDow (Vicki Dow),"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years. For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews https://t.co/iEgUAVjVdV",female,,0,912,"Politics, Family & Parenting",0,"Elgin, IL, USA",@cbsnews,http://twitter.com/highbrow_nobrow/statuses/1673773903913598985,Illinois,USA.IL,LaDow (Vicki Dow)
2000251726,lung cancer,26:45.0,"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years.

For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews 

https://t.co/iEgUAVjVdV",http://twitter.com/lisaksheldon/statuses/1673774888899756038,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.MA.Boston,individual,2023-06-27T19:47:36.709+0000,,lisaksheldon,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1087627519?token=ea7874835d484afac23594c196182b0e71122e9ec8feec512dcca5075cc9a8b9,,FALSE,Boston,"{entityId=212961, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q212961}, {entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=192102, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q192102}, {entityId=901, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q901}, {entityId=180614, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q180614}, {entityId=12078, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q12078}, {entityId=42240, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q42240}, {entityId=134808, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q134808}",https://theintellectualist.com/members/the-intellectualist/activity/30175/,lisaksheldon (Lisa Kennedy Sheldon),"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years. For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews https://t.co/iEgUAVjVdV",female,,4.3,2421,"Science, Family & Parenting, Business",0,"Boston, MA, USA",@cbsnews,http://twitter.com/highbrow_nobrow/statuses/1673773903913598985,Massachusetts,USA.MA,lisaksheldon (Lisa Kennedy Sheldon)
2000251726,lung cancer,25:51.0,"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years.

For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews 

https://t.co/iEgUAVjVdV",http://twitter.com/NutterMutter/statuses/1673774660767318018,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.NY.New York,individual,2023-06-27T19:47:36.709+0000,,NutterMutter,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2896675593?token=298f3339e1cc2ae4cb3cdd99684414910e7ad0785cda551e60511e5ad011d847,,FALSE,New York,"{entityId=212961, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q212961}, {entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=192102, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q192102}, {entityId=901, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q901}, {entityId=180614, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q180614}, {entityId=12078, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q12078}, {entityId=42240, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q42240}, {entityId=134808, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q134808}",https://theintellectualist.com/members/the-intellectualist/activity/30175/,NutterMutter (Mutter 🌊🇺🇸 🙏🇵🇷🌊🐎),"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years. For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews https://t.co/iEgUAVjVdV",unknown,,26.5,6272,,0,"New York, NY, USA",@cbsnews,http://twitter.com/highbrow_nobrow/statuses/1673773903913598985,New York,USA.NY,NutterMutter (Mutter 🌊🇺🇸 🙏🇵🇷🌊🐎)
2000251726,lung cancer,24:53.0,"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years.

For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews 

https://t.co/iEgUAVjVdV",http://twitter.com/NutmegDense/statuses/1673774417913028608,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,,individual,2023-06-27T19:47:36.696+0000,,NutmegDense,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/366912581?token=53ade61e054bad4a46b1cf9e3cedd9bd5c66ae47b24bd76f6c2f7adda1d90b43,,FALSE,,"{entityId=212961, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q212961}, {entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=192102, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q192102}, {entityId=901, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q901}, {entityId=180614, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q180614}, {entityId=12078, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q12078}, {entityId=42240, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q42240}, {entityId=134808, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q134808}",https://theintellectualist.com/members/the-intellectualist/activity/30175/,NutmegDense (Nutmeg Yankee),"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years. For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews https://t.co/iEgUAVjVdV",unknown,,0,1096,,0,"CT, USA",@cbsnews,http://twitter.com/highbrow_nobrow/statuses/1673773903913598985,Connecticut,USA.CT,NutmegDense (Nutmeg Yankee)
2000251726,lung cancer,23:04.0,"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years.

For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews 

https://t.co/iEgUAVjVdV",http://twitter.com/DanielQ04978432/statuses/1673773961010618369,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,,individual,2023-06-27T19:47:36.701+0000,,DanielQ04978432,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/971292123436904450?token=4f0b8401902889b942c74b67b8ceda351d9c8455563c03fa5253e42398fbf66b,,FALSE,,"{entityId=212961, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q212961}, {entityId=47912, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q47912}, {entityId=192102, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q192102}, {entityId=901, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q901}, {entityId=180614, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q180614}, {entityId=12078, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q12078}, {entityId=42240, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q42240}, {entityId=134808, entityConfidence=MEDIUM, url=https://www.wikidata.org/wiki/Q134808}",https://theintellectualist.com/members/the-intellectualist/activity/30175/,DanielQ04978432 (Daniel Quick),"RT @highbrow_nobrow 🚨After decades of limited success, scientists say research has reached a turning point, with many predicting more vaccines will be out in 5 years. For what cancers specifically? Lung cancer, deadly skin cancer melanoma, and pancreatic cancer. @CBSNews https://t.co/iEgUAVjVdV",male,,4.1,2387,"Automotive, Sports",0,"IL, USA",@cbsnews,http://twitter.com/highbrow_nobrow/statuses/1673773903913598985,Illinois,USA.IL,DanielQ04978432 (Daniel Quick)
2000251726,lung cancer,22:43.0,"RT @StocksToTrade 114% GAIN off of $BDTX 🔥

8:28 AM EST 

 <Breaking_News> $BDTX (20m float) Gap 1.84 to Pre mkt Highs of $3.27  Black Diamond Therapeutics Announces Initial Dose Escalation Data Demonstrating Anti-Tumor Activity of BDTX-1535 in Non-Small Cell Lung Cancer Patients Across Multiple… https://t.co/aSl84Z7LJ7 https://t.co/uJcfjkyN2X",http://twitter.com/Claribe481390/statuses/1673773874985541633,twitter.com,neutral,twitter,en,USA,NORTH AMERICA,North America,United States of America,USA.NY.New York,individual,2023-06-27T19:47:36.705+0000,,Claribe481390,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1519175676380725248?token=78ecfe71cf2673e9944022e7623ab4a8b6caeca93f5e33e7bb081009183bbd3c,"{id=18223621, name=marketing, displayName=null, parentId=18223619, parentName=industries}",FALSE,New York,"{entityId=738170, entityConfidence=HIGH, url=https://www.wikidata.org/wiki/Q738170}, {entityId=182458, entityConfidence=LOW, url=https://www.wikidata.org/wiki/Q182458}, {entityId=941023, entityConfidence=LOW, url=https://www.wikidata.org/wiki/Q941023}",https://twitter.com/i/web/status/1673749793816846338,Claribe481390 (Claribel),RT @StocksToTrade 114% GAIN off of $BDTX 🔥 8:28 AM EST $BDTX (20m float) Gap 1.84 to Pre mkt Highs of $3.27 Black Diamond Therapeutics Announces Initial Dose Escalation Data Demonstrating Anti-Tumor Activity of BDTX-1535 in Non-Small Cell Lung Cancer Patients Across Multiple… https://t.co/aSl84Z7LJ7 https://t.co/uJcfjkyN2X,female,,15.5,3950,Business,0,"New York, NY, USA",,http://twitter.com/StocksToTrade/statuses/1673749793816846338,New Jersey,USA.NJ,Claribe481390 (Claribel)
